customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod
9699-UBQFS,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check
9367-TCUYN,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
1261-FWTTE,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic)
3528-HFRIQ,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic)
0708-SJDIS,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check
4140-WJAWW,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic)
2073-QBVBI,No,No,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check
6928-ONTRW,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic)
3320-VEOYC,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
5231-FIQPA,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check
6617-WLBQC,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic)
2599-CIPQE,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic)
6653-CBBOM,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
8774-GSBUN,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check
7326-RIGQZ,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
1401-FTHFQ,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic)
3247-ZVOUO,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check
0254-FNMCI,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check
1848-LBZHY,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic)
6101-IMRMM,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check
8118-TJAFG,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check
5429-LWCMV,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check
7298-IZWLY,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
9758-MFWGD,No,No,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic)
3955-JBZZM,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check
1268-ASBGA,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic)
8943-URTMR,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check
4815-TUMEQ,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check
4713-LZDRV,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check
9909-IDLEK,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check
4092-OFQZS,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
1561-BWHIN,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
4325-NFSKC,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check
9927-DSWDF,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check
9500-LTVBP,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic)
7252-NTGSS,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check
8149-AIQCG,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic)
1360-JYXKQ,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check
2955-PSXOE,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic)
7762-URZQH,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic)
0899-WZRSD,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check
3255-GRXMG,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic)
4828-FAZPK,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic)
6094-ZIVKX,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic)
6925-BAYGL,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic)
3262-EIDHV,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic)
7354-OIJLX,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
1376-HHBDV,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check
6907-NZZIJ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
6133-OZILE,No,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check
4135-FRWKJ,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check
2911-UREFD,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check
3744-ZRRDZ,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check
5673-TIYIB,No,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic)
6551-ZCOTS,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic)
7191-ADRGF,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic)
5018-LXQQG,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic)
6892-BOGQE,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic)
1602-IJQQE,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check
4628-WQCQQ,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check
1746-TGTWV,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic)
5995-SNNEW,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
8050-WYBND,No,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic)
2821-WARNZ,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic)
4879-GZLFH,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
1644-IRKSF,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check
8314-HTWVE,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
9402-ROUMJ,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic)
2507-QZPQS,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check
7159-NOKYQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check
5707-ZMDJP,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check
8779-YIQQA,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
7136-IHZJA,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check
8966-OIQHG,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic)
7074-STDCN,No,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check
3705-PSNGL,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check
8739-QOTTN,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
1399-OUPJN,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic)
0277-BKSQP,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check
6502-HCJTI,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic)
2606-RMDHZ,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic)
5774-XZTQC,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
2676-SSLTO,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic)
6266-QHOJZ,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check
7269-JISCY,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic)
0363-SVHYR,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic)
8547-NSBBO,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check
8258-GSTJK,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
6861-OKBCE,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic)
9940-RHLFB,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check
6591-QGOYB,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic)
9070-BCKQP,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
6421-SZVEM,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic)
1328-EUZHC,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
2995-UPRYS,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic)
8878-RYUKI,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check
9633-DENPU,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic)
7811-JIVPF,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic)
7113-HIPFI,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check
8541-QVFKM,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
6686-YPGHK,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check
1383-EZRWL,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
9258-CNWAC,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic)
5371-VYLSX,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check
6374-AFWOX,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check
4759-TRPLW,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check
5317-FLPJF,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic)
7621-VPNET,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic)
6034-YMTOB,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check
8563-IIOXK,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check
4903-CNOZC,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic)
4353-HYOJD,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check
8020-BWHYL,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic)
7267-FRMJW,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
2982-VPSGI,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
4188-FRABG,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check
8199-ZLLSA,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic)
4128-ETESU,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check
0620-DLSLK,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check
4625-EWPTF,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check
5980-NOPLP,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
3850-OKINF,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check
6892-XPFPU,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
8010-EZLOU,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check
1156-ZFYDO,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check
3295-YVUSR,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
8016-NCFVO,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check
4119-ZYPZY,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check
5549-ZGHFB,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check
7577-SWIFR,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
0303-WMMRN,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
6408-OTUBZ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic)
5204-HMGYF,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check
1078-TDCRN,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check
3727-OVPRY,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic)
3797-FKOGQ,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check
7622-NXQZR,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic)
6196-HBOBZ,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check
3970-XGJDU,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic)
7017-VFULY,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic)
5562-YJQGT,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic)
8807-OPMBM,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic)
5439-WIKXB,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
9874-QLCLH,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
8294-UIMBA,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic)
8109-YUOHE,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check
5840-NVDCG,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic)
8092-NLTGF,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic)
5928-QLDHB,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
9840-EFJQB,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check
0696-UKTOX,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check
4801-KFYKL,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic)
3472-OAOOR,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check
6135-OZQVA,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check
8062-YBDOE,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
2252-JHJGE,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check
4188-PCPIG,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic)
6000-APYLU,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check
7105-BENQF,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check
7721-DVEKZ,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
3566-VVORZ,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic)
9507-HSMMZ,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
2480-SQIOB,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check
0947-IDHRQ,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check
7813-TKCVO,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
0128-MKWSG,No,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check
3672-YITQD,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check
4350-ZTLPI,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic)
9048-JVYVF,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check
0361-HJRDX,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic)
5727-MYATE,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
3823-KYNQY,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic)
8988-ECPJR,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check
7570-WELNY,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic)
3021-VLNRJ,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic)
3776-EKTKM,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check
2080-CAZNM,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
1028-FFNJK,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check
6907-FLBER,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check
3001-UNBTL,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
5982-PSMKW,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
3507-GASNP,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
7096-ZNBZI,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic)
1902-XBTFB,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check
1676-MQAOA,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic)
0786-IVLAW,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic)
7566-DSRLQ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check
0643-OKLRP,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check
7245-JMTTQ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check
6050-IJRHS,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check
6202-JVYEU,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check
8591-TKMZH,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check
0734-OXWBT,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check
4282-ACRXS,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
0365-TRTPY,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic)
7349-ALMUX,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic)
9381-NDKME,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic)
6502-KUGLL,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic)
1841-YSJGV,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
2794-XIMMO,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check
8382-SHQEH,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check
3511-BFTJW,No,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic)
7668-XCFYV,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
2983-ZANRP,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic)
7845-URHJN,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic)
3034-ZBEQN,No,No,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check
5018-HEKFO,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
2923-ARZLG,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check
3976-NLDEZ,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
2282-YGNOR,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic)
5336-UFNZP,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check
6854-EXGSF,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic)
1241-EZFMJ,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic)
9233-PSYHO,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic)
5376-PCKNB,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic)
8044-BGWPI,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
4060-LDNLU,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check
3589-PPVKW,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
8327-LZKAS,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check
5887-IKKYO,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic)
1075-BGWOH,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
1755-RMCXH,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
0302-JOIVN,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check
3858-XHYJO,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic)
4299-SIMNS,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check
7025-IWFHT,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check
6261-LHRTG,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic)
7841-FCRQD,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic)
2056-EVGZL,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic)
8777-MBMTS,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
7753-USQYQ,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check
5366-IJEQJ,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check
7661-CPURM,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic)
6233-HXJMX,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic)
5902-WBLSE,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic)
1981-INRFU,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check
4971-PUYQO,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check
3239-TPHPZ,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check
5115-GZDEL,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic)
3338-CVVEH,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check
8485-GJCDN,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
2615-YVMYX,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
2851-STERV,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check
4393-GEADV,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic)
8486-AYEQH,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
1527-SXDPN,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic)
6029-WTIPC,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
8634-CILSZ,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic)
5419-JKZNQ,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check
2495-KZNFB,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check
1409-PHXTF,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check
4560-WQAQW,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic)
9591-YVTEB,No,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check
9309-BZGNT,No,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic)
4274-DRSQT,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic)
2027-DNKIV,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check
8075-GXIUB,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic)
2885-HIJDH,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic)
5424-RLQLC,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check
